"sgng_cd","lgdng_cd","hscmp_cd","hscmp_nm","nmhsh","lgdng_addr","cours_cnt","cours_tot_lngth","lilhd_ndx","lilhd_ndx_nm","evscr"
"11110","1111011500","A11005401","광화문풍림스페이스본 아파트",744,"서울특별시 종로구 사직동 9 광화문풍림스페이스본 아파트",0,0,5,"하위권",0
"11110","1111011800","A11007001","경희궁의아침3단지",150,"서울특별시 종로구 내수동 72 경희궁의아침3단지",1,8179.5,4,"중하위권",84
"11110","1111011800","A11087101","경희궁의아침2단지",90,"서울특별시 종로구 내수동 71 경희궁의아침2단지",1,8179.5,4,"중하위권",84
"11110","1111012400","A11014001","로얄팰리스스위트",23,"서울특별시 종로구 수송동 85 로얄팰리스스위트",1,8179.5,4,"중하위권",84
"11110","1111013300","A11034001","현대뜨레비앙",291,"서울특별시 종로구 익선동 55 현대뜨레비앙",1,8179.5,4,"중하위권",84
"11110","1111015700","A11041001","효성주얼리시티아파트",298,"서울특별시 종로구 인의동 48-2 효성주얼리시티아파트",1,8179.5,4,"중하위권",84
"11110","1111016200","A10027162","포레스트힐시티",152,"서울특별시 종로구 효제동 65-2 포레스트힐시티",1,8179.5,4,"중하위권",84
"11110","1111017100","A11052201","명륜아남1차",436,"서울특별시 종로구 명륜2가 4 명륜아남1차",1,3663.22,4,"중하위권",76
"11110","1111017400","A11054301","창신쌍용1단지",585,"서울특별시 종로구 창신동 702 창신쌍용1단지",1,3663.22,4,"중하위권",76
"11110","1111017400","A11054101","창신두산",529,"서울특별시 종로구 창신동 232 창신두산",2,11842.72,3,"중위권",87
"11110","1111017400","A11077101","창신쌍용아파트 2단지",919,"서울특별시 종로구 창신동 703 창신쌍용아파트 2단지",1,3663.22,4,"중하위권",76
"11110","1111017500","A11055002","종로청계힐스테이트",288,"서울특별시 종로구 숭인동 766 종로청계힐스테이트",2,11842.72,3,"중위권",87
"11110","1111017500","A11087601","롯데캐슬천지인",220,"서울특별시 종로구 숭인동 76 롯데캐슬천지인",2,11842.72,3,"중위권",87
"11110","1111017500","A11087602","종로센트레빌",416,"서울특별시 종로구 숭인동 2-1 종로센트레빌",2,11842.72,3,"중위권",87
"11110","1111017500","A10024713","숭인상가아파트",109,"서울특별시 종로구 숭인동 204-11 숭인상가아파트",2,11842.72,3,"중위권",87
"11110","1111017600","A10026940","경희궁자이4단지주상복합",182,"서울특별시 종로구 교남동 62-1 경희궁자이4단지주상복합",0,0,5,"하위권",0
"11110","1111017700","A10027105","경희궁자이3단지",589,"서울특별시 종로구 평동 233 경희궁자이3단지",0,0,5,"하위권",0
"11110","1111017900","A10027118","경희궁자이2단지 아파트",1148,"서울특별시 종로구 홍파동 199 경희궁자이2단지 아파트",0,0,5,"하위권",0
"11110","1111018100","A10026946","경희궁자이1단지(임대아파트)",496,"서울특별시 종로구 행촌동 211 경희궁자이1단지(임대아파트)",0,0,5,"하위권",0
"11110","1111018200","A10024669","동익빌라",123,"서울특별시 종로구 구기동 40 동익빌라",1,2097.85,4,"중하위권",71
"11110","1111018300","A11001203","평창삼성",176,"서울특별시 종로구 평창동 596 평창삼성",0,0,5,"하위권",0
"11110","1111018300","A11084601","평창롯데",156,"서울특별시 종로구 평창동 72 평창롯데",0,0,5,"하위권",0
"11110","1111018300","A10024780","금강주택",168,"서울특별시 종로구 평창동 170 금강주택",0,0,5,"하위권",0
"11110","1111018700","A11081503","무악현대",964,"서울특별시 종로구 무악동 82 무악현대",0,0,5,"하위권",0
"11110","1111018700","A11008001","무악현대임대",550,"서울특별시 종로구 무악동 83 무악현대임대",0,0,5,"하위권",0
"11110","1111018700","A11081302","인왕산아이파크",810,"서울특별시 종로구 무악동 60 인왕산아이파크",0,0,5,"하위권",0
"11110","1111018700","A10027708","인왕산2차아이파크아파트",167,"서울특별시 종로구 무악동 71-1 인왕산2차아이파크아파트",0,0,5,"하위권",0
"11110","1111018700","A10025710","경희궁 롯데캐슬아파트",195,"서울특별시 종로구 무악동 46 경희궁 롯데캐슬아파트",0,0,5,"하위권",0
"11140","1114012100","A10088101","남산SK리더스뷰",233,"서울특별시 중구 회현동1가 206 남산SK리더스뷰",0,0,5,"하위권",0
"11140","1114012100","A10088102","남산롯데캐슬아이리스",386,"서울특별시 중구 회현동1가 208 남산롯데캐슬아이리스",0,0,5,"하위권",0
"11140","1114012200","A10072501","쌍용남산플래티넘",236,"서울특별시 중구 회현동2가 87 쌍용남산플래티넘",0,0,5,"하위권",0
"11140","1114013200","A10086301","충무로진양",286,"서울특별시 중구 충무로4가 120-3 충무로진양",1,8179.5,4,"중하위권",84
"11140","1114013200","A10071301","남산센트럴자이",273,"서울특별시 중구 충무로4가 306 남산센트럴자이",1,8179.5,4,"중하위권",84
"11140","1114013300","A10025223","충무로엘크루메트로시티2",171,"서울특별시 중구 충무로5가 36-2 충무로엘크루메트로시티2",1,8179.5,4,"중하위권",84
"11140","1114013400","A10028201","인현신성",180,"서울특별시 중구 인현동2가 192-30 인현신성",1,8179.5,4,"중하위권",84
"11140","1114013600","A10026849","묵정아파트",122,"서울특별시 중구 묵정동 11-67 묵정아파트",1,8179.5,4,"중하위권",84
"11140","1114016200","A10045403","신당삼성(분양)",994,"서울특별시 중구 신당동 843 신당삼성(분양)",0,0,5,"하위권",0
"11140","1114016200","A10045401","신당삼성임대",440,"서울특별시 중구 신당동 843 신당삼성임대",0,0,5,"하위권",0
"11140","1114016200","A10045601","신당현대",942,"서울특별시 중구 신당동 840 신당현대",0,0,5,"하위권",0
"11140","1114016200","A10045302","신당남산타운(분양)",3116,"서울특별시 중구 신당동 844 신당남산타운(분양)",0,0,5,"하위권",0
"11140","1114016200","A10045404","신당약수하이츠",1598,"서울특별시 중구 신당동 842 신당약수하이츠",0,0,5,"하위권",0
"11140","1114016200","A10045001","신당푸르지오",461,"서울특별시 중구 신당동 850 신당푸르지오",0,0,5,"하위권",0
"11140","1114016200","A10045402","약수하이츠아파트(임대)",684,"서울특별시 중구 신당동 842 약수하이츠아파트(임대)",0,0,5,"하위권",0
"11140","1114016200","A10078901","래미안신당하이베르",784,"서울특별시 중구 신당동 851 래미안신당하이베르",0,0,5,"하위권",0
"11140","1114016200","A10078902","래미안신당하이베르임대",161,"서울특별시 중구 신당동 851-1 래미안신당하이베르임대",0,0,5,"하위권",0
"11140","1114016200","A10045301","신당남산타운임대",2034,"서울특별시 중구 신당동 844 신당남산타운임대",0,0,5,"하위권",0
"11140","1114016200","A10078103","청구e편한세상임대",158,"서울특별시 중구 신당동 852-1 청구e편한세상임대",0,0,5,"하위권",0
"11140","1114016200","A10078102","파라다이스",132,"서울특별시 중구 신당동 846 파라다이스",1,8179.5,4,"중하위권",84
"11140","1114016200","A10045002","청구e편한세상(분양)",737,"서울특별시 중구 신당동 852 청구e편한세상(분양)",0,0,5,"하위권",0
"11140","1114016200","A13302201","하왕한진그랑빌",246,"서울특별시 중구 신당동 845 하왕한진그랑빌",2,11842.72,3,"중위권",87
"11140","1114016200","A10025456","신당 파인힐 하나유보라",718,"서울특별시 중구 신당동 171 신당 파인힐 하나유보라",2,11842.72,3,"중위권",87
"11140","1114016200","A10025372","신당KCC스위첸아파트",176,"서울특별시 중구 신당동 856 신당KCC스위첸아파트",2,11842.72,3,"중위권",87
"11140","1114016300","A10095501","동대문와이즈캐슬",150,"서울특별시 중구 흥인동 119 동대문와이즈캐슬",1,8179.5,4,"중하위권",84
"11140","1114016300","A10095502","청계천두산위브더제니스",295,"서울특별시 중구 흥인동 13-1 청계천두산위브더제니스",1,8179.5,4,"중하위권",84
"11140","1114016500","A10044002","롯데캐슬베네치아",1534,"서울특별시 중구 황학동 2545 롯데캐슬베네치아",2,11842.72,3,"중위권",87
"11140","1114016500","A10044001","SH황학롯데캐슬베네치아",336,"서울특별시 중구 황학동 2545 SH황학롯데캐슬베네치아",2,11842.72,3,"중위권",87
"11140","1114016500","A10086801","황학아크로타워",263,"서울특별시 중구 황학동 2523 황학아크로타워",2,11842.72,3,"중위권",87
"11140","1114016500","A10024801","황학코아루",112,"서울특별시 중구 황학동 882 황학코아루",2,11842.72,3,"중위권",87
"11140","1114016800","A10024756","순화동포스코더샵",137,"서울특별시 중구 순화동 151 순화동포스코더샵",0,0,5,"하위권",0
"11140","1114017100","A10085902","중림삼성래미안아파트",355,"서울특별시 중구 중림동 201 중림삼성래미안아파트",0,0,5,"하위권",0
"11140","1114017100","A10085903","중림삼성사이버빌리지",712,"서울특별시 중구 중림동 200 중림삼성사이버빌리지",0,0,5,"하위권",0
"11140","1114017300","A10080701","LIG서울역리가",181,"서울특별시 중구 만리동1가 231 LIG서울역리가",0,0,5,"하위권",0
"11140","1114017400","A10026517","서울역한라비발디센트럴아파트",199,"서울특별시 중구 만리동2가 0 서울역한라비발디센트럴아파트",0,0,5,"하위권",0
"11140","1114017400","A10026881","서울역센트럴자이아파트",1341,"서울특별시 중구 만리동2가 273 서울역센트럴자이아파트",0,0,5,"하위권",0
"11170","1117010100","A14019001","후암미주",226,"서울특별시 용산구 후암동 423-1 후암미주",0,0,5,"하위권",0
"11170","1117010700","A14070901","동부센트레빌아스테리움서울",278,"서울특별시 용산구 동자동 45 동부센트레빌아스테리움서울",0,0,5,"하위권",0
"11170","1117011200","A14070301","리첸시아용산",260,"서울특별시 용산구 원효로1가 133-3 리첸시아용산",0,0,5,"하위권",0
"11170","1117011200","A14070302","용산더프라임",559,"서울특별시 용산구 원효로1가 41 용산더프라임",0,0,5,"하위권",0
"11170","1117011400","A14006001","신창세방리버하이빌",176,"서울특별시 용산구 신창동 102 신창세방리버하이빌",2,24185.61,2,"중상위권",94
"11170","1117011500","A14004001","한강타운",289,"서울특별시 용산구 산천동 204 한강타운",2,24185.61,2,"중상위권",94
"11170","1117011500","A14004002","리버힐삼성아파트",1102,"서울특별시 용산구 산천동 193 리버힐삼성아파트",2,24185.61,2,"중상위권",94
"11170","1117011500","A14076401","산천리버힐제2",363,"서울특별시 용산구 산천동 194 산천리버힐제2",2,24185.61,2,"중상위권",94
"11170","1117011600","A14005001","청암자이",170,"서울특별시 용산구 청암동 181 청암자이",2,24185.61,2,"중상위권",94
"11170","1117011800","A14085002","원효산호",554,"서울특별시 용산구 원효로4가 118-16 원효산호",2,24185.61,2,"중상위권",94
"11170","1117011800","A14085101","원효로강변삼성스위트",300,"서울특별시 용산구 원효로4가 178 원효로강변삼성스위트",2,24185.61,2,"중상위권",94
"11170","1117011900","A14074101","효창파크푸르지오",307,"서울특별시 용산구 효창동 274 효창파크푸르지오",0,0,5,"하위권",0
"11170","1117011900","A10025533","용산롯데캐슬센터포레아파트",478,"서울특별시 용산구 효창동 13-2 용산롯데캐슬센터포레아파트",0,0,5,"하위권",0
"11170","1117011900","A10025898","용산kcc스위첸",199,"서울특별시 용산구 효창동 286 용산kcc스위첸",0,0,5,"하위권",0
"11170","1117012000","A14007002","도원삼성래미안",1458,"서울특별시 용산구 도원동 23 도원삼성래미안",0,0,5,"하위권",0
"11170","1117012000","A14007001","도원삼성제2",534,"서울특별시 용산구 도원동 25 도원삼성제2",0,0,5,"하위권",0
"11170","1117012100","A14083101","브라운스톤용산",195,"서울특별시 용산구 용문동 90 브라운스톤용산",1,8599.88,4,"중하위권",84
"11170","1117012200","A14010003","용산CJ나인파크",280,"서울특별시 용산구 문배동 24-6 용산CJ나인파크",0,0,5,"하위권",0
"11170","1117012200","A14010002","이안용산프리미어",188,"서울특별시 용산구 문배동 3-3 이안용산프리미어",0,0,5,"하위권",0
"11170","1117012200","A14010004","용산대우이안",266,"서울특별시 용산구 문배동 11-29 용산대우이안",0,0,5,"하위권",0
"11170","1117012200","A14010001","용산아크로타워",208,"서울특별시 용산구 문배동 24-21 용산아크로타워",0,0,5,"하위권",0
"11170","1117012200","A10027901","용산 KCC 웰츠타워",232,"서울특별시 용산구 문배동 11-10 용산 KCC 웰츠타워",0,0,5,"하위권",0
"11170","1117012200","A10026183","용산지오베르크",72,"서울특별시 용산구 문배동 17-1 용산지오베르크",0,0,5,"하위권",0
"11170","1117012300","A14009001","용산e-편한세상",867,"서울특별시 용산구 신계동 48 용산e-편한세상",0,0,5,"하위권",0
"11170","1117012400","A14075201","용산파크자이",310,"서울특별시 용산구 한강로1가 50-1 용산파크자이",0,0,5,"하위권",0
"11170","1117012400","A14001101","대우월드마크용산",160,"서울특별시 용산구 한강로1가 64 대우월드마크용산",0,0,5,"하위권",0
"11170","1117012500","A14001201","한강로벽산메가트리움",248,"서울특별시 용산구 한강로2가 2-8 한강로벽산메가트리움",0,0,5,"하위권",0
"11170","1117012500","A10026759","용산푸르지오써밋",151,"서울특별시 용산구 한강로2가 391 용산푸르지오써밋",1,8599.88,4,"중하위권",84
"11170","1117012500","A10026922","래미안용산아파트",195,"서울특별시 용산구 한강로2가 0 래미안용산아파트",1,8599.88,4,"중하위권",84
"11170","1117012700","A14002501","파크타워",888,"서울특별시 용산구 용산동5가 24 파크타워",1,8599.88,4,"중하위권",84
"11170","1117012800","A14088201","시티파크2단지",208,"서울특별시 용산구 한강로3가 63-387 시티파크2단지",1,8599.88,4,"중하위권",84
"11170","1117012800","A14088302","한강트럼프월드3차",123,"서울특별시 용산구 한강로3가 65-230 한강트럼프월드3차",1,8599.88,4,"중하위권",84
"11170","1117012800","A14001303","용산시티파크1단지",421,"서울특별시 용산구 한강로3가 63-389 용산시티파크1단지",1,8599.88,4,"중하위권",84
"11170","1117012800","A10025626","한강로쌍용스윗닷홈아파트",98,"서울특별시 용산구 한강로3가 89 한강로쌍용스윗닷홈아파트",1,8599.88,4,"중하위권",84
"11170","1117012800","A14074501","한강로우림필유",144,"서울특별시 용산구 한강로3가 91 한강로우림필유",1,8599.88,4,"중하위권",84
"11170","1117012900","A14072701","한가람아파트",2036,"서울특별시 용산구 이촌동 404 한가람아파트",1,8599.88,4,"중하위권",84
"11170","1117012900","A14003002","이촌왕궁",250,"서울특별시 용산구 이촌동 300-11 이촌왕궁",1,8599.88,4,"중하위권",84
"11170","1117012900","A14003003","한강삼익",252,"서울특별시 용산구 이촌동 300-301 한강삼익",1,8599.88,4,"중하위권",84
"11170","1117012900","A14003103","이촌현대",653,"서울특별시 용산구 이촌동 301-160 이촌현대",1,8599.88,4,"중하위권",84
"11170","1117012900","A14003104","이촌동삼성리버스위트",244,"서울특별시 용산구 이촌동 426 이촌동삼성리버스위트",1,8599.88,4,"중하위권",84
"11170","1117012900","A14003006","이촌동아그린아파트",499,"서울특별시 용산구 이촌동 411 이촌동아그린아파트",1,8599.88,4,"중하위권",84
"11170","1117012900","A14003004","이촌동부센트레빌",309,"서울특별시 용산구 이촌동 418 이촌동부센트레빌",1,8599.88,4,"중하위권",84
"11170","1117012900","A14085501","현대한강",516,"서울특별시 용산구 이촌동 400 현대한강",1,8599.88,4,"중하위권",84
"11170","1117012900","A14090902","이촌대림",638,"서울특별시 용산구 이촌동 395 이촌대림",1,8599.88,4,"중하위권",84
"11170","1117012900","A14003007","LG한강자이",656,"서울특별시 용산구 이촌동 430 LG한강자이",1,8599.88,4,"중하위권",84
"11170","1117012900","A14003101","이촌반도",192,"서울특별시 용산구 이촌동 301-170 이촌반도",1,8599.88,4,"중하위권",84
"11170","1117012900","A14003001","동부이촌동우성",243,"서울특별시 용산구 이촌동 399-1 동부이촌동우성",1,8599.88,4,"중하위권",84
"11170","1117012900","A14003105","한강대우",834,"서울특별시 용산구 이촌동 415 한강대우",1,8599.88,4,"중하위권",84
"11170","1117012900","A14003106","이촌강촌아파트",1001,"서울특별시 용산구 이촌동 402 이촌강촌아파트",1,8599.88,4,"중하위권",84
"11170","1117012900","A14072901","북한강성원아파트",340,"서울특별시 용산구 이촌동 422 북한강성원아파트",1,8599.88,4,"중하위권",84
"11170","1117012900","A14077401","점보",144,"서울특별시 용산구 이촌동 300-10 점보",1,8599.88,4,"중하위권",84
"11170","1117012900","A10027908","래미안첼리투스",460,"서울특별시 용산구 이촌동 300-3 래미안첼리투스",1,8599.88,4,"중하위권",84
"11170","1117012900","A14072702","이촌",834,"서울특별시 용산구 이촌동 412 이촌",1,8599.88,4,"중하위권",84
"11170","1117013000","A14086001","청화아파트",578,"서울특별시 용산구 이태원동 22-2 청화아파트",1,8599.88,4,"중하위권",84
"11170","1117013000","A14086101","이태원남산대림",400,"서울특별시 용산구 이태원동 729 이태원남산대림",0,0,5,"하위권",0
"11170","1117013100","A14077902","한남더힐",600,"서울특별시 용산구 한남동 810 한남더힐",2,21848.58,2,"중상위권",93
"11170","1117013100","A14021001","한남동리첸시아",371,"서울특별시 용산구 한남동 72-1 한남동리첸시아",2,21848.58,2,"중상위권",93
"11170","1117013100","A14077901","한남힐스테이트",283,"서울특별시 용산구 한남동 807 한남힐스테이트",2,18899.03,2,"중상위권",91
"11170","1117013100","A10027071","한남아이파크",280,"서울특별시 용산구 한남동 93 한남아이파크",2,21848.58,2,"중상위권",93
"11170","1117013100","A10024641","한남동현대하이페리온A",122,"서울특별시 용산구 한남동 805 한남동현대하이페리온A",3,32147.73,1,"상위권",96
"11170","1117013100","A10025192","나인원 한남",341,"서울특별시 용산구 한남동 680-1 나인원 한남",2,21848.58,2,"중상위권",93
"11170","1117013300","A14024001","서빙고금호베스트빌",172,"서울특별시 용산구 서빙고동 296 서빙고금호베스트빌",1,8599.88,4,"중하위권",84
"11170","1117013300","A14024002","서빙고신동아",1326,"서울특별시 용산구 서빙고동 241-21 서빙고신동아",1,8599.88,4,"중하위권",84
"11170","1117013600","A14082601","신동아아파트",226,"서울특별시 용산구 보광동 448 신동아아파트",2,18899.03,2,"중상위권",91
"11170","1117013600","A14082302","보광삼성리버빌",242,"서울특별시 용산구 보광동 151 보광삼성리버빌",2,18899.03,2,"중상위권",91
"11200","1120010100","A13373302","왕십리텐즈힐2구역214동",211,"서울특별시 성동구 상왕십리동 811 왕십리텐즈힐2구역214동",2,11842.72,3,"중위권",87
"11200","1120010100","A13373301","텐즈힐2구역",937,"서울특별시 성동구 상왕십리동 811 텐즈힐2구역",2,11842.72,3,"중위권",87
"11200","1120010200","A13302204","하왕금호베스트빌",458,"서울특별시 성동구 하왕십리동 1052 하왕금호베스트빌",1,8179.5,4,"중하위권",84
"11200","1120010200","A13385705","한신무학",480,"서울특별시 성동구 하왕십리동 990 한신무학",2,11842.72,3,"중위권",87
"11200","1120010200","A13302001","청계벽산",822,"서울특별시 성동구 하왕십리동 258 청계벽산",3,15497.55,3,"중위권",90
"11200","1120010200","A13377302","금호베스트빌아파트 제2관리사무소",274,"서울특별시 성동구 하왕십리동 1053 금호베스트빌아파트 제2관리사무소",1,8179.5,4,"중하위권",84
"11200","1120010200","A13385802","무학현대",277,"서울특별시 성동구 하왕십리동 992 무학현대",0,0,5,"하위권",0
"11200","1120010200","A13377301","하왕십리극동미라주2",191,"서울특별시 성동구 하왕십리동 1057 하왕십리극동미라주2",0,0,5,"하위권",0
"11200","1120010200","A13302206","왕십리풍림아이원",758,"서울특별시 성동구 하왕십리동 1061 왕십리풍림아이원",0,0,5,"하위권",0
"11200","1120010200","A13388001","청계벽산아파트제2관리사무소",510,"서울특별시 성동구 하왕십리동 258 청계벽산아파트제2관리사무소",3,15497.55,3,"중위권",90
"11200","1120010200","A10027969","왕십리텐즈힐1단지(임대)",333,"서울특별시 성동구 하왕십리동 1066 왕십리텐즈힐1단지(임대)",3,15497.55,3,"중위권",90
"11200","1120010200","A10027920","텐즈힐1단지",1369,"서울특별시 성동구 하왕십리동 1066 텐즈힐1단지",3,15497.55,3,"중위권",90
"11200","1120010200","A10026900","왕십리 자이 아파트",713,"서울특별시 성동구 하왕십리동 1071 왕십리 자이 아파트",0,0,5,"하위권",0
"11200","1120010200","A10027454","왕십리모노퍼스",69,"서울특별시 성동구 하왕십리동 286-2 왕십리모노퍼스",3,15497.55,3,"중위권",90
"11200","1120010300","A10024762","청계대주파크빌",101,"서울특별시 성동구 홍익동 53 청계대주파크빌",3,15497.55,3,"중위권",90
"11200","1120010400","A13370801","성동삼성쉐르빌",342,"서울특별시 성동구 도선동 69 성동삼성쉐르빌",3,15497.55,3,"중위권",90
"11200","1120010500","A13305006","마장삼성",430,"서울특별시 성동구 마장동 817 마장삼성",2,11834.33,3,"중위권",87
"11200","1120010500","A13305005","마장SH-vill임대",400,"서울특별시 성동구 마장동 831 마장SH-vill임대",2,11834.33,3,"중위권",87
"11200","1120010500","A13381601","마장중앙하이츠",170,"서울특별시 성동구 마장동 819 마장중앙하이츠",2,11834.33,3,"중위권",87
"11200","1120010500","A13305002","마장동 대성유니드 아파트",248,"서울특별시 성동구 마장동 825 마장동 대성유니드 아파트",2,11834.33,3,"중위권",87
"11200","1120010500","A13305003","마장신성미소지움",286,"서울특별시 성동구 마장동 822 마장신성미소지움",2,11834.33,3,"중위권",87
"11200","1120010500","A13305007","마장세림",811,"서울특별시 성동구 마장동 784 마장세림",1,8179.5,4,"중하위권",84
"11200","1120010500","A13381608","마장현대",1017,"서울특별시 성동구 마장동 818 마장현대",2,11834.33,3,"중위권",87
"11200","1120010500","A13381604","마장동금호어울림",367,"서울특별시 성동구 마장동 820 마장동금호어울림",1,8179.5,4,"중하위권",84
"11200","1120010600","A13381701","사근중앙하이츠",270,"서울특별시 성동구 사근동 199 사근중앙하이츠",2,29813.32,1,"상위권",96
"11200","1120010700","A13307202","신동아",636,"서울특별시 성동구 행당동 344 신동아",1,21633.82,2,"중상위권",93
"11200","1120010700","A13377902","행당대림제2",1005,"서울특별시 성동구 행당동 347 행당대림제2",1,21633.82,2,"중상위권",93
"11200","1120010700","A13307204","행당대림",2399,"서울특별시 성동구 행당동 347 행당대림",1,21633.82,2,"중상위권",93
"11200","1120010700","A13377903","행당한진타운제2",728,"서울특별시 성동구 행당동 346-1 행당한진타운제2",1,21633.82,2,"중상위권",93
"11200","1120010700","A13307201","행당브라운스톤",208,"서울특별시 성동구 행당동 364 행당브라운스톤",0,0,5,"하위권",0
"11200","1120010700","A13307101","서울숲삼부아파트",498,"서울특별시 성동구 행당동 147 서울숲삼부아파트",1,21633.82,2,"중상위권",93
"11200","1120010700","A13373101","행당한신임대",159,"서울특별시 성동구 행당동 350 행당한신임대",1,21633.82,2,"중상위권",93
"11200","1120010700","A13377703","행당한진타운",2123,"서울특별시 성동구 행당동 346 행당한진타운",1,21633.82,2,"중상위권",93
"11200","1120010700","A13386702","행당한신아파트",1410,"서울특별시 성동구 행당동 349 행당한신아파트",1,21633.82,2,"중상위권",93
"11200","1120010700","A13307001","행당두산",251,"서울특별시 성동구 행당동 345 행당두산",2,11834.33,3,"중위권",87
"11200","1120010700","A13307002","서울숲행당푸르지오",457,"서울특별시 성동구 행당동 376 서울숲행당푸르지오",1,21633.82,2,"중상위권",93
"11200","1120010700","A13307003","서울숲더샵",495,"서울특별시 성동구 행당동 155-1 서울숲더샵",2,29813.32,1,"상위권",96
"11200","1120010700","A13377901","행당두산위브아파트",351,"서울특별시 성동구 행당동 375 행당두산위브아파트",1,21633.82,2,"중상위권",93
"11200","1120010700","A10025685","서울숲행당푸르지오(임대)",94,"서울특별시 성동구 행당동 376-1 서울숲행당푸르지오(임대)",1,21633.82,2,"중상위권",93
"11200","1120010700","A10026207","서울숲리버뷰자이아파트",1034,"서울특별시 성동구 행당동 380 서울숲리버뷰자이아파트",2,29813.32,1,"상위권",96
"11200","1120010700","A10025686","행당두산위브아파트(임대)",114,"서울특별시 성동구 행당동 375 행당두산위브아파트(임대)",1,21633.82,2,"중상위권",93
"11200","1120010800","A13385301","응봉리버그린동아",375,"서울특별시 성동구 응봉동 276 응봉리버그린동아",1,21633.82,2,"중상위권",93
"11200","1120010800","A13385202","응봉대림2차",410,"서울특별시 성동구 응봉동 97 응봉대림2차",2,34882.51,1,"상위권",97
"11200","1120010800","A13308004","응봉금호현대",644,"서울특별시 성동구 응봉동 98 응봉금호현대",2,34882.51,1,"상위권",97
"11200","1120010800","A13385303","응봉신동아",434,"서울특별시 성동구 응봉동 275 응봉신동아",2,34882.51,1,"상위권",97
"11200","1120010800","A13376906","응봉대림강변",1150,"서울특별시 성동구 응봉동 15 응봉대림강변",1,21633.82,2,"중상위권",93
"11200","1120010800","A13308005","응봉대림1차",855,"서울특별시 성동구 응봉동 100 응봉대림1차",2,34882.51,1,"상위권",97
"11200","1120010900","A13380104","금호벽산",1707,"서울특별시 성동구 금호동1가 633 금호벽산",2,34882.51,1,"상위권",97
"11200","1120010900","A13309103","금호벽산(임대,501동)",1214,"서울특별시 성동구 금호동1가 632 금호벽산(임대,501동)",0,0,5,"하위권",0
"11200","1120010900","A13309102","금호삼성래미안",582,"서울특별시 성동구 금호동1가 1500 금호삼성래미안",2,34882.51,1,"상위권",97
"11200","1120010900","A13309101","신금호두산위브",169,"서울특별시 성동구 금호동1가 1818 신금호두산위브",0,0,5,"하위권",0
"11200","1120010900","A10026418","e편한세상금호파크힐스",1330,"서울특별시 성동구 금호동1가 1824 e편한세상금호파크힐스",0,0,5,"하위권",0
"11200","1120011000","A13380302","래미안하이리버",847,"서울특별시 성동구 금호동2가 1217 래미안하이리버",2,34882.51,1,"상위권",97
"11200","1120011000","A13380301","금호자이1차",401,"서울특별시 성동구 금호동2가 1215 금호자이1차",2,34882.51,1,"상위권",97
"11200","1120011000","A10027602","신금호파크자이아파트",1156,"서울특별시 성동구 금호동2가 1 신금호파크자이아파트",0,0,5,"하위권",0
"11200","1120011000","A13380303","래미안하이리버제2임대",306,"서울특별시 성동구 금호동2가 1216 래미안하이리버제2임대",2,34882.51,1,"상위권",97
"11200","1120011100","A13380602","금호1차푸르지오",336,"서울특별시 성동구 금호동3가 917 금호1차푸르지오",2,34882.51,1,"상위권",97
"11200","1120011100","A13380703","금호두산",1267,"서울특별시 성동구 금호동3가 1331 금호두산",2,34882.51,1,"상위권",97
"11200","1120011100","A13309301","금호한신휴플러스",323,"서울특별시 성동구 금호동3가 1662 금호한신휴플러스",2,34882.51,1,"상위권",97
"11200","1120011100","A13379001","금호자이2차",403,"서울특별시 성동구 금호동3가 700 금호자이2차",2,34882.51,1,"상위권",97
"11200","1120011200","A13378101","금호대우임대",508,"서울특별시 성동구 금호동4가 801 금호대우임대",2,34882.51,1,"상위권",97
"11200","1120011200","A13380803","서울숲푸르지오",888,"서울특별시 성동구 금호동4가 340 서울숲푸르지오",2,34882.51,1,"상위권",97
"11200","1120011200","A13378102","서울숲2차푸르지오",586,"서울특별시 성동구 금호동4가 235 서울숲2차푸르지오",2,34882.51,1,"상위권",97
"11200","1120011200","A13380901","브라운스톤금호아파트",217,"서울특별시 성동구 금호동4가 1507 브라운스톤금호아파트",2,34882.51,1,"상위권",97
"11200","1120011200","A13309404","금호대우",1181,"서울특별시 성동구 금호동4가 800 금호대우",2,34882.51,1,"상위권",97
"11200","1120011200","A13309402","금호동롯데아파트",249,"서울특별시 성동구 금호동4가 1250 금호동롯데아파트",2,34882.51,1,"상위권",97
"11200","1120011200","A10026470","힐스테이트 서울숲 리버",606,"서울특별시 성동구 금호동4가 1553 힐스테이트 서울숲 리버",2,34882.51,1,"상위권",97
"11200","1120011200","A13378103","서울숲2차푸르지오임대",121,"서울특별시 성동구 금호동4가 235-1 서울숲2차푸르지오임대",2,34882.51,1,"상위권",97
"11200","1120011300","A13375907","래미안옥수리버젠",1511,"서울특별시 성동구 옥수동 561 래미안옥수리버젠",2,34882.51,1,"상위권",97
"11200","1120011300","A13375906","어울림더리버아파트",297,"서울특별시 성동구 옥수동 560 어울림더리버아파트",3,43482.39,1,"상위권",99
"11200","1120011300","A13375904","옥수하이츠제2",237,"서울특별시 성동구 옥수동 100 옥수하이츠제2",3,43482.39,1,"상위권",99
"11200","1120011300","A13375901","한남하이츠",535,"서울특별시 성동구 옥수동 220-1 한남하이츠",2,21848.58,2,"중상위권",93
